ROUND label=64k phases=ladder,k start=2026-09-15T14:59:51Z
WAIT-FOREIGN-PARFAST ['43418 /root/cg512-15sep/parfast r -t4 -q -m128 set.par2'] (0m) ts=2026-09-15T14:59:51Z
LOCK-BUSY /root/.parfast-rig.lock
WAIT-LOCK ts=2026-09-15T15:07:52Z
WAIT-FOREIGN-PARFAST ['63279 /root/cg512-15sep/parfast r -t4 -q set.par2'] (0m) ts=2026-09-15T15:08:52Z
LOCK-BUSY /root/.parfast-rig.lock
WAIT-LOCK ts=2026-09-15T15:18:52Z
WAIT-FOREIGN-PARFAST ['89859 /root/cg512-15sep/parfast r -t4 -q set.par2'] (0m) ts=2026-09-15T15:19:52Z
RIG-LOCK-TAKEN /root/.parfast-rig.lock pid=43650
BOX host=amd-epyc-vm cpu=AMD EPYC 9354P 32-Core Processor cores=8 ram_gb=31.3 os=Ubuntu 24.04.4 LTS (kernel 6.8.0-137-generic) free_gb=167.1
LEG 64k-k-m4096-big-fold-t8-r2             ok path=fold wall=  16.28 cpu=  122.01 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=1.96 load=5.4/6.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m256-big-forcep-t8-r2            ok path=ntt  wall=   3.22 cpu=   21.41 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=29.5 load=6.5/6.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m256-128-forcep-t8-r2            ok path=ntt  wall=   2.38 cpu=   16.48 W=[512] win=7 slabs=1 foreign=3.4/3.4 steal=8.66 load=6.6/6.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m1024-big-forcep-t8-r2           ok path=ntt  wall=   2.50 cpu=   17.16 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=2.78 load=6.6/7.7 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m1024-128-forcep-t8-r2           ok path=ntt  wall=   2.62 cpu=   17.64 W=[512] win=6 slabs=2 foreign=3.4/3.4 steal=2.61 load=7.7/7.4 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m4096-big-forcep-t8-r2           ok path=ntt  wall=   2.89 cpu=   18.34 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.33 load=7.4/7.4 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m4096-128-forcep-t8-r2           ok path=ntt  wall=   6.29 cpu=   41.37 W=[512] win=4 slabs=4 foreign=3.4/3.4 steal=4.35 load=7.2/7.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
ALL DONE ts=2026-09-15T15:39:27Z
RIG-LOCK-RELEASED /root/.parfast-rig.lock
RC64K=0
